accountid,cred_date,date_ref,tempo_de_casa,max_machine,assunto_short,waitingtime,pesquisa_sat
10218,29,167,2.0,1,3,9.0,2
10218,29,45,7.0,1,2,10.0,2
10218,29,172,18.0,1,1,6.0,2
10219,176,104,24.0,3,2,11.0,2
10220,79,65,6.0,2,11,15.0,1
10220,79,65,6.0,2,3,15.0,1
10220,79,65,6.0,2,4,15.0,1
10220,79,31,7.0,2,2,13.0,1
10220,79,31,7.0,2,2,19.0,1
10220,79,15,14.0,2,3,6.0,1
10221,38,58,2.0,2,1,25.0,1
10222,130,25,-1.0,2,4,3.0,1
10223,224,67,24.0,1,10,9.0,1
10223,224,14,25.0,1,8,15.0,1
10223,224,173,39.0,1,2,12.0,1
10223,224,173,39.0,1,2,12.0,1
10224,94,83,-1.0,3,3,37.0,1
10224,94,28,4.0,3,2,4.0,1
10224,94,132,8.0,3,3,5.0,1
10225,169,22,-1.0,2,1,14.0,1
10225,169,22,-1.0,2,1,14.0,1
10225,169,109,10.0,2,1,4.0,1
10225,169,109,10.0,2,2,4.0,1
10226,106,116,10.0,2,3,14.0,1
10227,213,69,96.0,3,1,20.0,1
10228,241,55,3.0,2,8,12.0,1
10228,241,50,17.0,2,1,14.0,1
10228,241,50,17.0,2,1,14.0,1
10228,241,88,18.0,2,1,7.0,1
10229,47,142,7.0,3,12,9.0,1
10229,47,142,7.0,3,2,9.0,1
10229,47,142,7.0,3,2,9.0,1
10229,47,139,8.0,3,3,10.0,1
10230,228,77,9.0,3,2,9.0,2
10230,228,163,11.0,3,11,15.0,2
10230,228,142,29.0,3,3,17.0,1
10230,228,1,53.0,3,10,16.0,1
10231,156,5,136.0,1,1,5.0,1
10231,156,5,136.0,1,2,5.0,1
10232,5,119,9.0,3,2,21.0,1
10232,5,89,49.0,3,2,19.0,1
10233,139,151,64.0,3,1,8.0,1
10233,139,51,125.0,3,1,7.0,1
10234,337,7,350.0,2,2,29.0,1
10235,58,99,41.0,3,1,5.0,1
10236,169,5,-3.0,2,4,11.0,1
10236,169,109,10.0,2,1,6.0,1
10237,49,50,6.0,3,1,5.0,1
10238,353,54,127.0,4,2,13.0,2
10239,60,61,15.0,3,8,7.0,1
10239,60,112,31.0,3,1,14.0,1
10239,60,132,36.0,3,6,11.0,1
10239,60,58,76.0,3,1,2.0,1
10239,60,147,79.0,3,2,11.0,1
10240,147,69,6.0,2,2,6.0,1
10241,339,26,2.0,3,2,2.0,1
10241,339,26,2.0,3,2,8.0,1
10242,33,40,9.0,1,2,17.0,1
10242,33,40,9.0,1,2,17.0,1
10242,33,65,24.0,1,2,15.0,1
10242,33,118,75.0,1,1,3.0,1
10243,144,72,5.0,3,1,13.0,1
10244,52,55,4.0,3,3,30.0,1
10244,52,123,10.0,3,8,18.0,1
10245,13,60,7.0,2,6,9.0,1
10246,33,61,0.0,1,4,12.0,1
10246,33,142,3.0,1,3,11.0,1
10246,33,13,5.0,1,1,12.0,1
10246,33,47,31.0,1,2,7.0,1
10246,33,58,61.0,1,3,9.0,1
10247,29,77,15.0,3,8,14.0,2
10248,267,94,138.0,3,3,8.0,1
10248,267,7,146.0,3,3,5.0,1
10248,267,7,146.0,3,2,5.0,1
10249,37,109,17.0,3,8,6.0,1
10250,9,85,11.0,3,1,37.0,1
10251,157,118,0.0,2,1,3.0,1
10251,157,118,0.0,2,3,3.0,1
10252,64,51,-1.0,2,4,3.0,1
10253,72,16,-1.0,2,4,9.0,1
10253,72,80,10.0,2,3,9.0,1
10254,162,167,27.0,1,1,14.0,2
10254,162,24,68.0,1,1,17.0,1
10254,162,60,137.0,1,1,13.0,1
10254,162,79,168.0,1,1,3.0,1
10255,15,31,37.0,1,2,9.0,1
10255,15,1,39.0,1,2,12.0,1
10255,15,50,65.0,1,1,10.0,1
10255,15,50,65.0,1,8,10.0,1
10256,9,65,21.0,3,1,8.0,1
10257,117,14,18.0,1,3,4.0,1
10257,117,115,56.0,1,14,2.0,1
10257,117,2,69.0,1,3,10.0,1
10257,117,150,77.0,1,1,9.0,1
10257,117,150,77.0,1,8,9.0,1
10258,39,65,5.0,3,8,4.0,1
10258,39,65,5.0,3,3,4.0,1
10258,39,65,5.0,3,3,4.0,1
10258,39,65,5.0,3,4,4.0,1
10259,29,32,58.0,2,2,11.0,1
10260,114,173,17.0,3,2,11.0,1
10261,187,10,39.0,2,3,24.0,1
10262,58,83,5.0,3,2,14.0,1
10262,58,108,33.0,3,7,11.0,1
10263,113,110,5.0,2,3,14.0,1
10263,113,135,15.0,2,2,4.0,1
10264,183,210,326.0,2,1,1.0,1
10264,183,210,326.0,2,11,1.0,1
10264,183,210,326.0,2,2,1.0,3
10265,69,110,2.0,2,2,2.0,1
10266,188,22,43.0,3,4,5.0,1
10266,188,22,43.0,3,2,5.0,1
10266,188,148,50.0,3,3,9.0,1
10267,85,195,0.0,1,9,9.0,1
10267,85,195,0.0,1,8,9.0,2
10268,169,109,10.0,1,2,2.0,1
10269,223,2,9.0,3,1,7.0,1
10269,223,2,9.0,3,6,7.0,1
10270,32,60,0.0,2,1,5.0,1
10270,32,60,0.0,2,3,5.0,1
10270,32,60,0.0,2,3,5.0,1
10270,32,60,0.0,2,4,5.0,1
10271,98,5,14.0,2,6,4.0,1
10272,16,60,109.0,3,1,3.0,1
10273,45,26,34.0,2,1,6.0,1
10274,161,105,7.0,3,2,0.0,1
10274,161,105,7.0,3,2,0.0,1
10274,161,159,8.0,3,3,2.0,1
10275,232,163,36.0,3,2,21.0,2
10275,232,36,42.0,3,1,7.0,1
10275,232,36,42.0,3,1,7.0,2
10275,232,154,43.0,3,1,4.0,2
10275,232,154,43.0,3,1,40.0,2
10276,132,81,27.0,1,2,9.0,2
10277,29,168,-2.0,2,4,8.0,2
10277,29,97,25.0,2,2,12.0,2
10277,29,138,28.0,2,1,13.0,1
10277,29,138,28.0,2,1,13.0,1
10277,29,138,28.0,2,7,13.0,2
10278,187,25,6.0,2,2,13.0,1
10279,3,86,19.0,1,3,7.0,1
10280,158,148,3.0,2,4,5.0,1
10281,55,79,22.0,2,6,3.0,1
10282,38,115,9.0,2,2,14.0,1
10283,22,28,15.0,1,3,3.0,1
10283,22,31,23.0,1,3,10.0,1
10283,22,31,23.0,1,2,10.0,1
10284,14,79,-1.0,3,4,3.0,1
10285,81,5,53.0,1,2,7.0,1
10286,43,154,8.0,2,8,7.0,2
10286,43,154,8.0,2,3,7.0,1
10287,17,149,1.0,1,3,19.0,2
10288,10,114,9.0,2,1,4.0,1
10289,64,115,7.0,2,7,6.0,1
10289,64,52,18.0,2,1,13.0,1
10290,119,62,15.0,1,9,8.0,2
10290,119,167,23.0,1,1,15.0,2
10290,119,69,111.0,1,1,5.0,1
10290,119,69,111.0,1,2,5.0,1
10291,5,6,21.0,3,1,18.0,1
10291,5,84,27.0,3,2,22.0,1
10292,4,88,34.0,3,1,12.0,1
10292,4,88,34.0,3,2,12.0,1
10293,109,142,44.0,2,1,6.0,1
10293,109,13,46.0,2,2,39.0,1
10294,149,58,7.0,2,1,7.0,1
10294,149,58,7.0,2,3,7.0,1
10294,149,4,9.0,2,2,11.0,1
10295,232,186,15.0,2,6,7.0,2
10296,125,138,4.0,3,3,5.0,2
10296,125,40,17.0,3,2,7.0,1
10296,125,40,17.0,3,7,7.0,1
10297,35,59,14.0,3,1,5.0,1
10297,35,59,14.0,3,1,5.0,1
10297,35,80,17.0,3,7,18.0,1
10297,35,86,53.0,3,1,9.0,1
10297,35,86,53.0,3,1,9.0,1
10298,149,58,7.0,1,3,3.0,1
10298,149,58,7.0,1,12,3.0,1
10299,216,84,99.0,1,2,11.0,1
10299,216,109,151.0,1,1,2.0,1
10299,216,109,151.0,1,2,2.0,1
10300,80,154,25.0,1,8,35.0,2
10301,367,208,221.0,2,2,15.0,5
10301,367,183,226.0,2,3,36.0,2
10302,405,23,249.0,2,1,32.0,1
10303,230,92,21.0,1,1,3.0,1
10303,230,92,21.0,1,8,3.0,1
10303,230,1,50.0,1,1,16.0,1
10303,230,14,53.0,1,7,8.0,1
10304,311,206,4.0,3,3,8.0,2
10304,311,74,7.0,3,2,7.0,1
10304,311,74,7.0,3,2,7.0,1
10304,311,124,43.0,3,2,5.0,2
10304,311,104,49.0,3,1,33.0,2
10304,311,45,50.0,3,7,12.0,2
10304,311,28,92.0,3,1,3.0,1
10304,311,28,92.0,3,2,3.0,1
10304,311,28,92.0,3,3,18.0,1
10304,311,28,92.0,3,3,80.0,1
10304,311,72,185.0,3,1,3.0,1
10305,197,35,7.0,2,3,14.0,1
10305,197,138,13.0,2,3,4.0,1
10305,197,34,14.0,2,4,12.0,1
10305,197,139,21.0,2,6,105.0,1
10306,77,28,7.0,3,2,8.0,1
10307,356,68,15.0,3,1,11.0,2
10307,356,68,15.0,3,2,11.0,1
10307,356,121,16.0,3,1,20.0,2
10307,356,42,22.0,3,3,7.0,2
10307,356,42,22.0,3,1,12.0,1
10307,356,211,27.0,3,3,6.0,2
10307,356,120,71.0,3,1,14.0,2
10307,356,48,141.0,3,2,29.0,1
10307,356,109,180.0,3,1,19.0,1
10307,356,109,180.0,3,2,19.0,1
10308,35,12,-1.0,2,4,6.0,1
10309,156,104,19.0,3,1,12.0,1
10309,156,104,19.0,3,7,12.0,2
10310,137,130,202.0,2,1,9.0,2
10311,54,137,15.0,2,1,9.0,1
10311,54,137,15.0,2,2,9.0,1
10311,54,113,20.0,2,1,5.0,1
10311,54,113,20.0,2,1,5.0,1
10312,223,2,9.0,2,3,6.0,1
10313,134,150,43.0,3,1,12.0,1
10314,60,173,59.0,3,8,21.0,1
10314,60,173,59.0,3,2,21.0,1
10314,60,50,68.0,3,1,8.0,1
10315,43,120,11.0,3,3,11.0,2
10315,43,139,20.0,3,8,54.0,1
10315,43,139,20.0,3,8,54.0,1
10315,43,139,20.0,3,2,54.0,1
10316,255,12,12.0,3,1,9.0,1
10316,255,12,12.0,3,3,9.0,1
10316,255,12,12.0,3,2,9.0,1
10317,111,23,-1.0,1,1,27.0,1
10317,111,23,-1.0,1,8,27.0,1
10317,111,28,6.0,1,8,18.0,1
10317,111,19,11.0,1,2,25.0,1
10317,111,20,30.0,1,1,50.0,1
10317,111,94,40.0,1,2,12.0,1
10317,111,84,41.0,1,1,10.0,1
10317,111,84,41.0,1,1,10.0,1
10318,38,115,9.0,2,1,13.0,1
10319,106,10,49.0,3,1,20.0,1
10319,106,26,50.0,3,8,7.0,1
10320,142,215,5.0,3,3,5.0,2
10320,142,139,15.0,3,8,6.0,1
10320,142,24,22.0,3,2,55.0,1
10320,142,83,23.0,3,2,10.0,1
10320,142,94,62.0,3,10,3.0,1
10321,157,150,14.0,1,2,1.0,1
10322,126,34,15.0,1,2,7.0,1
10323,248,45,48.0,1,1,12.0,1
10323,248,45,48.0,1,1,12.0,2
10323,248,163,58.0,1,7,11.0,2
10323,248,10,188.0,1,3,4.0,1
10324,162,204,72.0,3,6,12.0,1
10324,162,47,88.0,3,10,14.0,1
10325,147,4,11.0,2,1,14.0,1
10325,147,4,11.0,2,3,14.0,1
10326,80,38,35.0,1,7,13.0,1
10327,291,141,238.0,1,8,3.0,1
10328,14,79,-1.0,3,1,8.0,1
10329,108,154,23.0,3,14,41.0,2
10330,158,82,4.0,2,8,4.0,1
10331,24,77,13.0,1,1,3.0,2
10332,33,40,9.0,3,3,25.0,1
10332,33,24,11.0,3,2,5.0,1
10333,217,99,142.0,3,1,6.0,1
10333,217,99,142.0,3,8,6.0,1
10333,217,99,142.0,3,2,6.0,1
10333,217,99,142.0,3,2,6.0,1
10333,217,182,171.0,3,2,6.0,1
10333,217,82,195.0,3,1,2.0,1
10333,217,82,195.0,3,1,2.0,1
10333,217,82,195.0,3,1,2.0,1
10333,217,82,195.0,3,2,2.0,1
10333,217,145,207.0,3,3,11.0,1
10334,30,1,32.0,1,2,5.0,1
10334,30,47,36.0,1,2,13.0,1
10334,30,20,46.0,1,1,10.0,1
10334,30,20,46.0,1,1,41.0,1
10335,38,63,8.0,2,3,5.0,1
10336,101,70,9.0,1,3,10.0,1
10337,5,31,0.0,3,3,18.0,1
10338,142,177,0.0,3,3,9.0,2
10339,125,139,12.0,3,2,6.0,1
10340,141,6,12.0,1,1,9.0,1
10341,6,88,10.0,3,3,9.0,1
10342,13,21,-1.0,2,4,9.0,1
10343,208,103,24.0,3,2,9.0,2
10343,208,23,46.0,3,7,129.0,1
10344,128,94,6.0,1,8,4.0,1
10344,128,94,6.0,1,2,17.0,1
10344,128,58,16.0,1,1,4.0,1
10344,128,70,72.0,1,1,46.0,1
10344,128,70,72.0,1,2,46.0,1
10345,41,32,28.0,3,8,12.0,1
10345,41,141,90.0,3,8,2.0,1
10346,195,123,5.0,1,1,21.0,1
10346,195,123,5.0,1,2,21.0,1
10346,195,123,5.0,1,2,21.0,1
10346,195,6,6.0,1,2,10.0,1
10346,195,63,27.0,1,1,87.0,1
10347,35,39,10.0,2,3,2.0,1
10347,35,150,33.0,2,1,4.0,1
10347,35,150,33.0,2,2,4.0,1
10348,77,155,3.0,3,2,16.0,1
10348,77,115,58.0,3,2,10.0,1
10348,77,22,83.0,3,3,3.0,1
10349,8,13,8.0,3,1,7.0,1
10349,8,13,8.0,3,3,7.0,1
10349,8,13,8.0,3,3,7.0,1
10349,8,13,8.0,3,2,7.0,1
10349,8,13,8.0,3,2,16.0,1
10350,174,38,11.0,1,1,20.0,1
10350,174,38,11.0,1,1,20.0,1
10350,174,38,11.0,1,3,20.0,1
10350,174,142,12.0,1,1,9.0,1
10350,174,1,36.0,1,2,9.0,1
10351,96,84,19.0,1,3,15.0,1
10352,142,94,62.0,1,2,8.0,1
10353,71,139,0.0,3,3,6.0,1
10353,71,24,7.0,3,2,17.0,1
10354,124,5,179.0,1,1,9.0,1
10355,3,137,13.0,3,2,7.0,1
10356,10,115,8.0,3,2,5.0,1
10357,141,25,48.0,1,1,5.0,1
10357,141,71,52.0,1,8,5.0,1
10357,141,71,52.0,1,8,5.0,1
10357,141,150,55.0,1,1,8.0,1
10358,26,15,6.0,3,2,6.0,1
10358,26,20,15.0,3,1,29.0,1
10359,99,53,3.0,1,2,12.0,3
10359,99,220,4.0,1,11,11.0,2
10359,99,153,18.0,1,6,17.0,2
10359,99,193,45.0,1,2,6.0,2
10359,99,193,45.0,1,7,6.0,1
10359,99,20,102.0,1,2,9.0,1
10360,112,46,12.0,1,1,18.0,1
10360,112,46,12.0,1,7,1408.0,5
10360,112,195,14.0,1,2,6.0,2
10360,112,29,27.0,1,2,15.0,2
10360,112,104,32.0,1,1,6.0,1
10360,112,104,32.0,1,1,6.0,2
10360,112,163,43.0,1,1,9.0,2
10361,11,127,29.0,3,2,7.0,1
10362,268,12,374.0,2,5,8.0,1
10363,138,10,5.0,2,1,4.0,1
10364,236,20,11.0,3,2,31.0,1
10364,236,8,12.0,3,3,12.0,1
10364,236,136,54.0,3,8,5.0,1
10364,236,18,68.0,3,2,9.0,1
10364,236,159,76.0,3,2,7.0,1
10365,174,33,42.0,3,2,11.0,1
10365,174,69,67.0,3,10,9.0,1
10365,174,114,78.0,3,1,12.0,1
10365,174,114,78.0,3,8,12.0,1
10365,174,137,112.0,3,2,25.0,1
10365,174,135,116.0,3,1,4.0,1
10366,79,28,-1.0,3,4,19.0,1
10366,79,65,6.0,3,3,6.0,1
10367,171,103,2.0,3,3,6.0,2
10367,171,138,10.0,3,1,19.0,2
10367,171,138,10.0,3,2,19.0,1
10367,171,51,74.0,3,2,35.0,1
10367,171,10,129.0,3,1,9.0,1
10368,83,207,32.0,1,1,14.0,1
10368,83,200,33.0,1,2,6.0,1
10368,83,200,33.0,1,2,8.0,1
10368,83,144,95.0,1,3,16.0,1
10369,56,34,105.0,3,2,9.0,1
10370,3,150,-1.0,2,4,3.0,1
10371,78,112,76.0,3,3,45.0,1
10371,78,98,97.0,3,1,6.0,1
10372,10,182,17.0,2,6,14.0,1
10373,24,167,0.0,2,4,5.0,3
10373,24,35,20.0,2,1,6.0,1
10373,24,35,20.0,2,2,6.0,2
10373,24,61,30.0,2,2,12.0,1
10373,24,20,71.0,2,1,13.0,1
10374,149,55,-15.0,3,3,20.0,1
10374,149,108,-14.0,3,4,9.0,1
10374,149,115,14.0,3,2,7.0,1
10375,161,135,9.0,2,3,3.0,1
10376,156,47,76.0,3,1,7.0,1
10376,156,88,99.0,3,1,7.0,1
10376,156,88,99.0,3,1,20.0,1
10376,156,182,122.0,3,1,14.0,1
10376,156,182,122.0,3,3,14.0,1
10377,46,57,0.0,3,12,5.0,3
10378,175,146,2.0,1,3,9.0,3
10378,175,23,52.0,1,1,8.0,1
10378,175,23,52.0,1,2,8.0,1
10378,175,109,146.0,1,2,6.0,1
10379,164,89,3.0,2,2,31.0,1
10380,41,142,5.0,3,3,8.0,1
10380,41,13,7.0,3,3,18.0,1
10380,41,111,8.0,3,2,6.0,1
10381,156,98,82.0,1,3,7.0,1
10382,41,142,5.0,3,2,10.0,1
10383,143,117,23.0,2,7,9.0,2
10384,85,24,55.0,3,2,5.0,1
10384,85,4,107.0,3,3,8.0,1
10385,197,28,34.0,1,1,11.0,1
10385,197,94,68.0,1,1,9.0,1
10385,197,115,85.0,1,14,6.0,1
10386,104,25,15.0,1,1,3.0,1
10387,105,34,4.0,2,1,11.0,1
10387,105,92,5.0,2,1,24.0,1
10387,105,92,5.0,2,1,24.0,1
10388,164,60,9.0,3,3,6.0,1
10388,164,60,9.0,3,3,6.0,1
10388,164,60,9.0,3,2,6.0,1
10388,164,25,11.0,3,3,3.0,1
10388,164,25,11.0,3,2,17.0,1
10389,158,110,0.0,1,3,16.0,1
10389,158,27,17.0,1,10,13.0,1
10390,35,113,52.0,2,1,3.0,1
10390,35,113,52.0,2,7,8.0,1
10391,351,22,8.0,3,1,2.0,1
10391,351,22,8.0,3,1,2.0,1
10391,351,22,8.0,3,2,2.0,1
10392,245,22,422.0,4,7,3.0,1
10393,37,135,20.0,2,2,2.0,1
10393,37,135,20.0,2,2,2.0,1
10394,3,148,10.0,2,4,7.0,1
10394,3,148,10.0,2,2,7.0,1
10395,117,173,32.0,1,2,10.0,1
10395,117,6,34.0,1,1,19.0,1
10395,117,5,79.0,1,2,10.0,1
10395,117,86,97.0,1,2,12.0,1
10396,55,141,-1.0,3,4,2.0,1
10397,68,53,1.0,3,1,86.0,2
10397,68,53,1.0,3,3,86.0,1
10397,68,53,1.0,3,2,86.0,1
10397,68,161,8.0,3,1,47.0,2
10397,68,102,35.0,3,2,9.0,2
10397,68,43,78.0,3,2,14.0,1
10397,68,43,78.0,3,6,14.0,1
10397,68,119,93.0,3,1,12.0,1
10398,144,72,5.0,2,1,81.0,1
10399,104,25,15.0,1,1,2.0,1
10399,104,25,15.0,1,2,2.0,1
10399,104,17,16.0,1,1,8.0,1
10399,104,17,16.0,1,1,22.0,1
10400,90,69,5.0,1,4,3.0,1
10401,111,83,1.0,3,3,7.0,1
10402,128,17,38.0,1,1,5.0,1
10402,128,71,41.0,1,3,3.0,1
10402,128,110,52.0,1,12,12.0,1
10402,128,82,56.0,1,3,3.0,1
10403,175,141,130.0,3,2,4.0,1
10404,72,90,24.0,2,12,4.0,1
10404,72,90,24.0,2,3,6.0,1
10405,39,65,5.0,3,3,5.0,1
10406,77,19,12.0,2,2,8.0,1
10407,142,36,2.0,1,1,6.0,2
10407,142,120,6.0,1,2,213.0,2
10408,229,12,150.0,1,10,12.0,1
10409,134,127,11.0,2,1,7.0,1
10410,221,137,0.0,1,2,3.0,1
10411,2,17,28.0,2,2,4.0,1
10412,117,24,-1.0,2,4,6.0,1
10412,117,1,15.0,2,2,9.0,1
10413,166,71,35.0,3,1,3.0,1
10414,153,209,29.0,1,1,10.0,2
10415,131,30,0.0,2,8,7.0,1
10415,131,30,0.0,2,8,7.0,1
10415,131,30,0.0,2,8,7.0,1
10415,131,30,0.0,2,3,7.0,1
10415,131,36,10.0,2,7,7.0,1
10416,77,112,6.0,1,2,14.0,1
10416,77,112,6.0,1,2,14.0,1
10417,47,120,-1.0,2,4,36.0,2
10417,47,38,6.0,2,2,7.0,1
10417,47,139,8.0,2,12,70.0,1
10417,47,139,8.0,2,1,70.0,1
10417,47,40,13.0,2,2,7.0,1
10417,47,40,13.0,2,1,8.0,1
10417,47,40,13.0,2,2,8.0,1
10418,81,33,-5.0,1,4,10.0,1
10418,81,49,0.0,1,4,74.0,1
10418,81,6,8.0,1,3,9.0,1
10418,81,137,65.0,1,3,23.0,1
10418,81,144,74.0,1,1,9.0,1
10418,81,144,74.0,1,2,9.0,1
10419,13,25,9.0,2,3,3.0,1
10420,147,144,60.0,2,2,11.0,1
10421,161,137,5.0,2,1,4.0,1
10421,161,137,5.0,2,2,4.0,1
10421,161,137,5.0,2,2,4.0,1
10422,29,45,7.0,2,1,35.0,3
10423,32,25,2.0,1,2,5.0,1
10424,301,101,0.0,2,8,11.0,1
10424,301,101,0.0,2,3,11.0,1
10424,301,101,0.0,2,3,11.0,1
10424,301,44,15.0,2,6,4.0,1
10424,301,60,72.0,2,1,6.0,1
10425,142,154,3.0,2,1,11.0,1
10425,142,154,3.0,2,1,11.0,1
10425,142,154,3.0,2,3,11.0,1
10425,142,154,3.0,2,2,11.0,2
10425,142,154,3.0,2,2,11.0,1
10425,142,154,3.0,2,1,39.0,2
10425,142,138,7.0,2,1,15.0,3
10425,142,138,7.0,2,10,19.0,1
10425,142,138,7.0,2,2,19.0,1
10425,142,1,38.0,2,1,13.0,1
10425,142,126,96.0,2,8,9.0,1
10425,142,71,97.0,2,1,3.0,1
10426,31,176,224.0,4,6,12.0,2
10427,43,138,12.0,1,3,50.0,1
10427,43,138,12.0,1,3,50.0,2
10427,43,31,41.0,1,1,12.0,1
10428,72,16,-1.0,2,4,8.0,1
10428,72,114,6.0,2,1,9.0,1
10428,72,114,6.0,2,3,9.0,1
10428,72,114,6.0,2,2,9.0,1
10428,72,156,8.0,2,1,5.0,1
10428,72,156,8.0,2,4,5.0,1
10428,72,156,8.0,2,2,5.0,1
10428,72,156,8.0,2,2,5.0,1
10428,72,182,14.0,2,1,15.0,1
10428,72,182,14.0,2,7,15.0,1
10429,155,167,16.0,3,3,249.0,2
10429,155,167,16.0,3,2,249.0,2
10429,155,100,82.0,3,1,14.0,1
10429,155,100,82.0,3,1,14.0,1
10429,155,58,107.0,3,1,7.0,1
10429,155,58,107.0,3,1,7.0,1
10429,155,58,107.0,3,8,7.0,1
10430,147,7,7.0,1,3,19.0,1
10431,228,142,29.0,3,6,12.0,1
10432,184,56,10.0,2,3,14.0,2
10433,153,170,1.0,1,8,9.0,3
10434,118,60,6.0,2,3,56.0,1
10434,118,78,21.0,2,2,10.0,1
10435,144,113,3.0,2,2,4.0,1
10436,105,151,6.0,1,2,12.0,1
10436,105,151,6.0,1,2,12.0,1
10437,370,231,210.0,2,2,20.0,2
10438,150,98,119.0,1,1,10.0,1
10438,150,55,121.0,1,1,18.0,1
10439,73,52,11.0,1,3,15.0,1
10440,60,163,0.0,1,3,13.0,2
10440,60,100,51.0,1,1,13.0,1
10440,60,100,51.0,1,2,13.0,1
10441,171,58,75.0,1,1,8.0,1
10441,171,58,75.0,1,6,8.0,1
10441,171,80,87.0,1,8,5.0,1
10441,171,80,87.0,1,4,5.0,1
10441,171,71,100.0,1,2,14.0,1
10442,55,64,5.0,1,3,3.0,1
10443,246,37,26.0,1,1,8.0,2
10444,126,43,37.0,3,4,11.0,1
10444,126,106,38.0,3,3,4.0,1
10444,126,106,38.0,3,2,14.0,1
10444,126,44,41.0,3,1,9.0,1
10444,126,14,48.0,3,3,13.0,1
10444,126,7,77.0,3,2,3.0,1
10444,126,25,100.0,3,2,5.0,1
10445,114,20,14.0,1,3,19.0,1
10445,114,86,82.0,1,10,5.0,1
10445,114,86,82.0,1,8,5.0,1
10446,46,115,89.0,3,14,6.0,1
10447,234,55,-68.0,3,5,13.0,1
10447,234,52,-28.0,3,1,3.0,1
10448,100,74,3.0,2,3,13.0,2
10448,100,129,43.0,2,1,15.0,2
10448,100,163,56.0,2,1,9.0,1
10449,180,92,25.0,3,11,85.0,1
10449,180,92,25.0,3,2,85.0,1
10450,51,93,10.0,3,3,6.0,3
10450,51,103,16.0,3,2,10.0,2
10450,51,103,16.0,3,2,10.0,1
10451,174,154,1.0,3,12,13.0,1
10451,174,40,18.0,3,1,9.0,1
10451,174,40,18.0,3,2,9.0,1
10452,46,136,105.0,1,1,8.0,1
10453,195,50,13.0,2,1,7.0,1
10454,48,148,-2.0,2,4,2.0,1
10455,139,121,5.0,3,3,17.0,3
10455,139,161,14.0,3,1,11.0,2
10456,29,187,-3.0,2,4,7.0,2
10456,29,93,14.0,2,3,11.0,2
10456,29,93,14.0,2,2,11.0,1
10456,29,162,122.0,2,1,3.0,1
10456,29,162,122.0,2,1,3.0,1
10456,29,162,122.0,2,2,3.0,1
10457,155,153,3.0,1,8,14.0,2
10457,155,146,6.0,1,2,5.0,3
10457,155,15,78.0,1,2,5.0,1
10457,155,80,119.0,1,8,8.0,1
10458,117,106,8.0,3,2,22.0,1
10458,117,132,9.0,3,1,5.0,1
10458,117,19,10.0,3,12,6.0,1
10458,117,11,35.0,3,2,7.0,1
10459,39,43,0.0,1,3,4.0,1
10459,39,44,4.0,1,3,16.0,1
10459,39,65,5.0,1,3,10.0,1
10459,39,32,7.0,1,3,16.0,1
10459,39,63,48.0,1,11,6.0,1
10459,39,63,48.0,1,2,6.0,1
10460,54,148,12.0,2,1,4.0,1
10461,284,160,0.0,3,1,19.0,2
10461,284,76,7.0,3,3,8.0,3
10461,284,30,47.0,3,2,6.0,3
10462,49,94,4.0,2,1,9.0,1
10462,49,94,4.0,2,2,9.0,1
10462,49,94,4.0,2,2,9.0,1
10463,106,114,3.0,2,3,18.0,1
10464,171,36,5.0,1,3,19.0,2
10464,171,38,16.0,1,1,6.0,1
10464,171,204,29.0,1,3,68.0,1
10464,171,112,30.0,1,2,14.0,1
10465,124,165,-1.0,3,3,12.0,2
10465,124,203,1.0,3,3,10.0,2
10465,124,42,34.0,3,1,11.0,2
10465,124,62,50.0,3,2,6.0,2
10466,346,157,12.0,1,5,18.0,1
10467,77,155,3.0,3,2,4.0,1
10467,77,106,10.0,3,14,10.0,1
10468,207,87,0.0,1,2,10.0,1
10469,81,110,59.0,1,2,7.0,1
10470,68,171,6.0,3,2,8.0,3
10471,117,132,9.0,1,3,20.0,1
10471,117,44,11.0,1,7,2.0,1
10472,292,204,0.0,1,3,8.0,1
10472,292,174,3.0,1,1,3.0,1
10472,292,174,3.0,1,8,3.0,1
10472,292,174,3.0,1,3,3.0,1
10472,292,43,4.0,1,1,13.0,1
10472,292,67,14.0,1,2,9.0,1
10472,292,71,71.0,1,1,16.0,1
10472,292,96,81.0,1,3,9.0,1
10473,142,92,9.0,3,2,209.0,1
10474,131,103,7.0,1,3,79.0,2
10475,115,137,-1.0,2,4,12.0,1
10476,73,2,13.0,1,1,5.0,1
10476,73,71,18.0,1,1,2.0,1
10477,86,90,17.0,2,1,6.0,1
10477,86,90,17.0,2,1,6.0,1
10478,207,72,11.0,1,7,13.0,1
10479,111,12,44.0,3,1,9.0,1
10480,157,118,0.0,2,1,3.0,1
10480,157,141,13.0,2,1,2.0,1
10481,35,51,4.0,1,2,5.0,1
10481,35,58,5.0,1,3,6.0,1
10482,2,63,12.0,1,1,7.0,1
10483,2,115,13.0,3,3,7.0,1
10483,2,80,18.0,3,1,2.0,1
10483,2,137,48.0,3,1,5.0,1
10484,48,113,6.0,2,1,5.0,1
10484,48,113,6.0,2,2,5.0,1
10485,142,40,20.0,1,1,4.0,1
10485,142,51,71.0,1,2,12.0,1
10486,169,27,20.0,2,1,4.0,1
10487,125,154,0.0,1,3,16.0,2
10488,279,58,139.0,1,3,6.0,1
